Track,,Nearest Neighbor,,Distance
603,9(rock),256,3(disco),1.532049520354078
604,9(rock),625,9(rock),1.7733840640721976
605,9(rock),230,3(disco),1.4431967088566136
606,9(rock),855,2(country),1.2888063576074578
607,9(rock),314,0(blues),1.8746531375644324
608,9(rock),768,4(hiphop),2.266797554441839
609,9(rock),617,9(rock),1.48589602937672
610,9(rock),324,0(blues),1.695923452591295
611,9(rock),612,9(rock),0.9126818739520302
612,9(rock),177,6(metal),0.0007379990538940712
613,9(rock),700,4(hiphop),2.606918712211809
614,9(rock),138,6(metal),2.003864593894691
615,9(rock),477,8(reggae),2.8778172898990633
616,9(rock),883,2(country),1.1497611050218535
617,9(rock),609,9(rock),1.48589602937672
618,9(rock),60,7(pop),2.603125526891618
619,9(rock),657,9(rock),1.2968446230299602
620,9(rock),868,2(country),1.3483165070880707
621,9(rock),642,9(rock),1.234098228002805
622,9(rock),635,9(rock),2.2383098757668387
623,9(rock),223,3(disco),1.8420140177724216
624,9(rock),85,7(pop),1.0580841154195555
625,9(rock),878,2(country),1.5659255450293421
626,9(rock),145,6(metal),1.2994973864939852
627,9(rock),441,8(reggae),1.4340495602617163
628,9(rock),63,7(pop),1.6716356641597534
629,9(rock),884,2(country),2.446710807961652
630,9(rock),622,9(rock),2.2512951452037875
631,9(rock),296,3(disco),1.6160077215808482
632,9(rock),872,2(country),1.5559101333296186
633,9(rock),43,7(pop),1.4433392054506275
634,9(rock),671,9(rock),1.0288288479034873
635,9(rock),284,3(disco),1.3609615303074902
636,9(rock),858,2(country),2.284415149603665
637,9(rock),672,9(rock),1.5994560942689164
638,9(rock),281,3(disco),1.9280289105515813
639,9(rock),330,0(blues),1.6252846987814362
640,9(rock),79,7(pop),2.175523172526484
641,9(rock),769,4(hiphop),3.0924913617731304
642,9(rock),621,9(rock),1.234098228002805
643,9(rock),642,9(rock),1.295694237021435
644,9(rock),386,0(blues),1.520148381001205
645,9(rock),43,7(pop),1.143489680823728
646,9(rock),674,9(rock),1.7323158983693001
647,9(rock),255,3(disco),1.434764983933099
648,9(rock),683,9(rock),1.692206038705835
649,9(rock),8,7(pop),2.7781324507602427
650,9(rock),43,7(pop),1.6186741478014606
651,9(rock),177,6(metal),0.9868763840764192
652,9(rock),670,9(rock),0.8796185697425422
653,9(rock),663,9(rock),1.31019661550465
654,9(rock),990,5(jazz),1.397646052307064
655,9(rock),605,9(rock),2.3478013497996275
656,9(rock),642,9(rock),1.458289848791101
657,9(rock),931,5(jazz),1.2752455141326984
658,9(rock),826,2(country),2.068931190304509
659,9(rock),881,2(country),2.2740456155594946
660,9(rock),681,9(rock),0.8839713604416287
661,9(rock),765,4(hiphop),2.0108971325717957
662,9(rock),155,6(metal),1.8667473996255717
663,9(rock),653,9(rock),1.31019661550465
664,9(rock),967,5(jazz),2.1156153800183315
665,9(rock),869,2(country),1.8132274752516888
666,9(rock),824,2(country),1.4452291576114304
667,9(rock),43,7(pop),1.860393574647314
668,9(rock),189,6(metal),2.353979756916765
669,9(rock),619,9(rock),1.306062815143563
670,9(rock),652,9(rock),0.8796185697425422
671,9(rock),634,9(rock),1.0288288479034873
672,9(rock),663,9(rock),1.554812025232453
673,9(rock),482,8(reggae),1.9935857183627588
674,9(rock),646,9(rock),1.7323158983693001
675,9(rock),837,2(country),1.3253660771113107
676,9(rock),603,9(rock),2.2716848782081325
677,9(rock),26,7(pop),2.165252898037741
678,9(rock),645,9(rock),1.2796348354589744
679,9(rock),187,6(metal),1.9231317006426139
680,9(rock),242,3(disco),2.4222945259002886
681,9(rock),660,9(rock),0.8839713604416287
682,9(rock),296,3(disco),1.0703142160385373
683,9(rock),157,6(metal),1.3261468391447653
684,9(rock),660,9(rock),1.3123516139626743
685,9(rock),788,4(hiphop),2.13299343346956
686,9(rock),391,0(blues),1.8006111417356552
687,9(rock),54,7(pop),1.1726963175159089
688,9(rock),304,0(blues),1.2087185754185235
689,9(rock),682,9(rock),1.235081668363745
690,9(rock),696,9(rock),1.1219882493148263
691,9(rock),698,9(rock),1.2233991084608993
692,9(rock),155,6(metal),1.5141736593089394
693,9(rock),697,9(rock),1.6045028274099307
694,9(rock),456,8(reggae),1.7934412780714442
695,9(rock),867,2(country),1.7126863485942503
696,9(rock),690,9(rock),1.1219882493148263
697,9(rock),657,9(rock),1.3241950980470703
698,9(rock),691,9(rock),1.2233991084608993
699,9(rock),517,1(classical),1.5258918159256363
700,4(hiphop),457,8(reggae),2.4087117217948166
701,4(hiphop),204,3(disco),5.775477931892266
702,4(hiphop),753,4(hiphop),4.8479786916117815
703,4(hiphop),818,2(country),1.4849110070226252
704,4(hiphop),782,4(hiphop),1.8410409395512701
705,4(hiphop),754,4(hiphop),2.4765944425282944
706,4(hiphop),278,3(disco),1.9701377944744778
707,4(hiphop),714,4(hiphop),2.728904212793334
708,4(hiphop),256,3(disco),2.05694965549904
709,4(hiphop),61,7(pop),3.5540072917512546
710,4(hiphop),248,3(disco),3.0811651692783
711,4(hiphop),295,3(disco),2.6795453934308435
712,4(hiphop),796,4(hiphop),3.2016939903080135
713,4(hiphop),400,8(reggae),1.951012364503855
714,4(hiphop),264,3(disco),2.0222230289398584
715,4(hiphop),256,3(disco),1.986112362002949
716,4(hiphop),784,4(hiphop),2.5377202817896527
717,4(hiphop),39,7(pop),2.288290936442156
718,4(hiphop),451,8(reggae),2.6863097557575086
719,4(hiphop),45,7(pop),3.5377169908396744
720,4(hiphop),761,4(hiphop),2.0316931685435904
721,4(hiphop),762,4(hiphop),2.6589050079740915
722,4(hiphop),468,8(reggae),2.754359687441756
723,4(hiphop),714,4(hiphop),2.0950693994322718
724,4(hiphop),467,8(reggae),3.1437519973731822
725,4(hiphop),726,4(hiphop),2.1387119379624537
726,4(hiphop),429,8(reggae),1.7345167925521405
727,4(hiphop),796,4(hiphop),2.581657957977392
728,4(hiphop),649,9(rock),3.385703782728565
729,4(hiphop),704,4(hiphop),1.9808249057436325
730,4(hiphop),737,4(hiphop),1.9233378586989613
731,4(hiphop),787,4(hiphop),1.5173116168470024
732,4(hiphop),136,6(metal),1.6687775885967295
733,4(hiphop),437,8(reggae),3.72985178272624
734,4(hiphop),483,8(reggae),3.3979721669417726
735,4(hiphop),467,8(reggae),2.1397169724940013
736,4(hiphop),607,9(rock),2.2917180946283517
737,4(hiphop),757,4(hiphop),1.7234155701815592
738,4(hiphop),745,4(hiphop),2.6766954744635116
739,4(hiphop),772,4(hiphop),2.209563737950354
740,4(hiphop),441,8(reggae),1.6593726466107301
741,4(hiphop),793,4(hiphop),6.621272733149796
742,4(hiphop),765,4(hiphop),2.0297204166630682
743,4(hiphop),764,4(hiphop),1.54021233855318
744,4(hiphop),704,4(hiphop),1.9260370608559267
745,4(hiphop),744,4(hiphop),2.0106465903272817
746,4(hiphop),411,8(reggae),3.152068052671053
747,4(hiphop),768,4(hiphop),1.4621856573041947
748,4(hiphop),767,4(hiphop),0.0025651992006492613
749,4(hiphop),776,4(hiphop),2.81495742814957
750,4(hiphop),220,3(disco),3.1804564540830462
751,4(hiphop),489,8(reggae),2.1633758824559837
752,4(hiphop),736,4(hiphop),2.678949857510742
753,4(hiphop),759,4(hiphop),3.434184271426878
754,4(hiphop),705,4(hiphop),2.4765944425282944
755,4(hiphop),792,4(hiphop),0.0238286042929921
756,4(hiphop),729,4(hiphop),2.473663733803601
757,4(hiphop),737,4(hiphop),1.7234155701815592
758,4(hiphop),761,4(hiphop),2.476464025016821
759,4(hiphop),93,7(pop),3.1157864759182607
760,4(hiphop),447,8(reggae),2.901800411991563
761,4(hiphop),720,4(hiphop),2.0316931685435904
762,4(hiphop),36,7(pop),2.511204013771303
763,4(hiphop),618,9(rock),3.5749673701213496
764,4(hiphop),743,4(hiphop),1.54021233855318
765,4(hiphop),764,4(hiphop),1.8455046091982383
766,4(hiphop),792,4(hiphop),4.250187776401508
767,4(hiphop),748,4(hiphop),0.0025651992006492613
768,4(hiphop),747,4(hiphop),1.4621856573041947
769,4(hiphop),484,8(reggae),2.1594013731789907
770,4(hiphop),713,4(hiphop),4.305903207054185
771,4(hiphop),743,4(hiphop),1.656837655719999
772,4(hiphop),17,7(pop),2.168809637895239
773,4(hiphop),729,4(hiphop),2.5753412738228585
774,4(hiphop),492,8(reggae),3.7952322444015363
775,4(hiphop),720,4(hiphop),2.534391992260126
776,4(hiphop),768,4(hiphop),2.2973231448302784
777,4(hiphop),434,8(reggae),2.9558418928800405
778,4(hiphop),754,4(hiphop),2.7436283888664383
779,4(hiphop),463,8(reggae),3.140120463562129
780,4(hiphop),400,8(reggae),2.4226182098157722
781,4(hiphop),287,3(disco),1.7906124562895902
782,4(hiphop),233,3(disco),1.6109498487505247
783,4(hiphop),435,8(reggae),2.693155914786747
784,4(hiphop),716,4(hiphop),2.5377202817896527
785,4(hiphop),171,6(metal),1.4981351375316263
786,4(hiphop),711,4(hiphop),2.7932978226585687
787,4(hiphop),731,4(hiphop),1.5173116168470024
788,4(hiphop),284,3(disco),1.711249598917315
789,4(hiphop),242,3(disco),1.5991291336738194
790,4(hiphop),221,3(disco),1.7462052429016897
791,4(hiphop),395,0(blues),1.8438475500316374
792,4(hiphop),755,4(hiphop),0.0238286042929921
793,4(hiphop),794,4(hiphop),4.46991908337165
794,4(hiphop),450,8(reggae),3.093298303574707
795,4(hiphop),219,3(disco),2.3640670374078487
796,4(hiphop),727,4(hiphop),2.581657957977392
797,4(hiphop),820,2(country),1.9823414040112968
798,4(hiphop),72,7(pop),2.740848175131479
799,4(hiphop),381,0(blues),2.6596496742149807
800,2(country),880,2(country),1.1196583703389125
801,2(country),851,2(country),1.9870128768722533
802,2(country),228,3(disco),1.983810719779317
803,2(country),918,5(jazz),1.5152430956945524
804,2(country),252,3(disco),1.345790348403014
805,2(country),861,2(country),1.198271792495122
806,2(country),800,2(country),1.4409624672320522
807,2(country),861,2(country),1.320587231155772
808,2(country),867,2(country),1.3239036747075716
809,2(country),878,2(country),1.2367057938020813
810,2(country),703,4(hiphop),1.9604959129678126
811,2(country),820,2(country),1.5955165847895887
812,2(country),522,1(classical),1.2999457607096754
813,2(country),349,0(blues),1.759888178332869
814,2(country),806,2(country),1.7997539654474222
815,2(country),963,5(jazz),1.583296283139566
816,2(country),824,2(country),1.229064954853807
817,2(country),860,2(country),1.2028656509826576
818,2(country),689,9(rock),1.3298335075959027
819,2(country),91,7(pop),1.90694055459643
820,2(country),228,3(disco),1.5159577379912827
821,2(country),885,2(country),1.6152410199262432
822,2(country),813,2(country),2.0964808612798493
823,2(country),880,2(country),0.8849137503673908
824,2(country),880,2(country),0.952308182688558
825,2(country),836,2(country),0.9501257604131212
826,2(country),95,7(pop),1.8427620178920776
827,2(country),993,5(jazz),1.954103278258074
828,2(country),838,2(country),1.4116300301643172
829,2(country),834,2(country),1.4004754913821302
830,2(country),824,2(country),1.5028132736179243
831,2(country),818,2(country),1.4229434760843716
832,2(country),848,2(country),2.0905544116883337
833,2(country),829,2(country),2.3814290933613846
834,2(country),829,2(country),1.4004754913821302
835,2(country),960,5(jazz),1.401734348781503
836,2(country),825,2(country),0.9501257604131212
837,2(country),675,9(rock),1.3253660771113107
838,2(country),691,9(rock),1.3911530972370363
839,2(country),485,8(reggae),2.1633587426239402
840,2(country),10,7(pop),2.7108386386430836
841,2(country),290,3(disco),1.2201046304058882
842,2(country),882,2(country),1.3794024169003707
843,2(country),835,2(country),1.4685203076197464
844,2(country),843,2(country),1.5784590336055295
845,2(country),856,2(country),1.6574943680869891
846,2(country),877,2(country),1.3843046239836319
847,2(country),90,7(pop),1.8805138461421422
848,2(country),832,2(country),2.0905544116883337
849,2(country),836,2(country),1.2330759767465749
850,2(country),857,2(country),1.940898761360296
851,2(country),928,5(jazz),1.7040636242307186
852,2(country),886,2(country),2.283523546436442
853,2(country),881,2(country),1.5337070803981951
854,2(country),279,3(disco),1.921701299642263
855,2(country),606,9(rock),1.2888063576074578
856,2(country),805,2(country),1.510286969734425
857,2(country),934,5(jazz),1.511785069465356
858,2(country),337,0(blues),1.7417025554073227
859,2(country),947,5(jazz),1.6574691015334964
860,2(country),817,2(country),1.2028656509826576
861,2(country),805,2(country),1.198271792495122
862,2(country),54,7(pop),1.7599474640886184
863,2(country),807,2(country),1.679925131634271
864,2(country),873,2(country),0.9530462081166113
865,2(country),870,2(country),1.3237818365821528
866,2(country),331,0(blues),1.6907140454848153
867,2(country),808,2(country),1.3239036747075716
868,2(country),620,9(rock),1.3483165070880707
869,2(country),283,3(disco),1.474154376746343
870,2(country),865,2(country),1.3237818365821528
871,2(country),394,0(blues),1.64405292723429
872,2(country),91,7(pop),1.4278759866921062
873,2(country),864,2(country),0.9530462081166113
874,2(country),935,5(jazz),1.5205685675628282
875,2(country),687,9(rock),1.4342237885991627
876,2(country),49,7(pop),1.7374622228927619
877,2(country),846,2(country),1.3843046239836319
878,2(country),809,2(country),1.2367057938020813
879,2(country),643,9(rock),2.129614138225246
880,2(country),823,2(country),0.8849137503673908
881,2(country),865,2(country),1.3729542289420429
882,2(country),842,2(country),1.3794024169003707
883,2(country),898,2(country),1.0659029673923646
884,2(country),868,2(country),1.6764618957609174
885,2(country),883,2(country),1.4974693434623343
886,2(country),326,0(blues),2.1671969578857473
887,2(country),326,0(blues),1.7608380818039384
888,2(country),482,8(reggae),1.6971890307863517
889,2(country),868,2(country),1.4116063184716356
890,2(country),367,0(blues),1.5601245974131064
891,2(country),895,2(country),2.04458111769382
892,2(country),893,2(country),1.2540973479369248
893,2(country),892,2(country),1.2540973479369248
894,2(country),296,3(disco),1.261906535409458
895,2(country),818,2(country),1.371417151725121
896,2(country),808,2(country),1.5045428802727698
897,2(country),383,0(blues),1.9533592383152063
898,2(country),883,2(country),1.0659029673923646
899,2(country),800,2(country),1.1526251722553837
900,5(jazz),561,1(classical),1.7459030727635716
901,5(jazz),576,1(classical),1.8251593258457504
902,5(jazz),573,1(classical),1.6071610393013382
903,5(jazz),907,5(jazz),2.246323881705498
904,5(jazz),502,1(classical),1.5938948467978158
905,5(jazz),858,2(country),1.9242113472078843
906,5(jazz),967,5(jazz),1.7778753572221215
907,5(jazz),913,5(jazz),1.2917054135021249
908,5(jazz),900,5(jazz),2.066902518291873
909,5(jazz),578,1(classical),1.4721358061590217
910,5(jazz),926,5(jazz),0.1587737051031167
911,5(jazz),982,5(jazz),1.2363717299166779
912,5(jazz),984,5(jazz),2.653780572042786
913,5(jazz),907,5(jazz),1.2917054135021249
914,5(jazz),474,8(reggae),1.9682305950013437
915,5(jazz),941,5(jazz),0.018261906823093105
916,5(jazz),587,1(classical),1.7780986531751648
917,5(jazz),939,5(jazz),2.5017556918638917
918,5(jazz),803,2(country),1.5152430956945524
919,5(jazz),907,5(jazz),1.470484148408916
920,5(jazz),933,5(jazz),1.3525939591296574
921,5(jazz),931,5(jazz),1.2174990953973932
922,5(jazz),936,5(jazz),2.4756366284265705
923,5(jazz),54,7(pop),1.3576081033855556
924,5(jazz),980,5(jazz),0.12807912740154118
925,5(jazz),979,5(jazz),1.9390754106517545
926,5(jazz),910,5(jazz),0.1587737051031167
927,5(jazz),926,5(jazz),2.203103909828854
928,5(jazz),973,5(jazz),1.2878670983997018
929,5(jazz),969,5(jazz),2.06730726600743
930,5(jazz),377,0(blues),1.7769259167926785
931,5(jazz),921,5(jazz),1.2174990953973932
932,5(jazz),945,5(jazz),0.02682292763446626
933,5(jazz),920,5(jazz),1.3525939591296574
934,5(jazz),958,5(jazz),1.3676710510283003
935,5(jazz),874,2(country),1.5205685675628282
936,5(jazz),962,5(jazz),0.026184573261195714
937,5(jazz),597,1(classical),1.8656058355972531
938,5(jazz),983,5(jazz),0.047793507069983594
939,5(jazz),977,5(jazz),0.0799015041533623
940,5(jazz),816,2(country),1.8042174479189887
941,5(jazz),915,5(jazz),0.018261906823093105
942,5(jazz),972,5(jazz),0.01672619816124938
943,5(jazz),803,2(country),1.7517259944464614
944,5(jazz),228,3(disco),1.728257241653557
945,5(jazz),932,5(jazz),0.02682292763446626
946,5(jazz),961,5(jazz),0.01718742361030284
947,5(jazz),859,2(country),1.6574691015334964
948,5(jazz),678,9(rock),2.3513839829961154
949,5(jazz),677,9(rock),2.89289578974917
950,5(jazz),958,5(jazz),1.5124857718673883
951,5(jazz),954,5(jazz),0.2622243019273622
952,5(jazz),992,5(jazz),2.476184797705107
953,5(jazz),988,5(jazz),0.01819772975551916
954,5(jazz),951,5(jazz),0.2622243019273622
955,5(jazz),563,1(classical),1.2841799943893755
956,5(jazz),147,6(metal),1.4306590097083365
957,5(jazz),861,2(country),1.8655142345375428
958,5(jazz),934,5(jazz),1.3676710510283003
959,5(jazz),253,3(disco),2.129744666697433
960,5(jazz),835,2(country),1.401734348781503
961,5(jazz),946,5(jazz),0.01718742361030284
962,5(jazz),936,5(jazz),0.026184573261195714
963,5(jazz),159,6(metal),1.4049773276129154
964,5(jazz),920,5(jazz),1.7492372298668533
965,5(jazz),989,5(jazz),2.3082308608272415
966,5(jazz),507,1(classical),1.4491766106930664
967,5(jazz),906,5(jazz),1.7778753572221215
968,5(jazz),985,5(jazz),0.04762449997653447
969,5(jazz),616,9(rock),1.678565891912383
970,5(jazz),85,7(pop),1.7811051699155382
971,5(jazz),999,5(jazz),0.02000227384409953
972,5(jazz),942,5(jazz),0.01672619816124938
973,5(jazz),928,5(jazz),1.2878670983997018
974,5(jazz),949,5(jazz),3.0253513974754966
975,5(jazz),996,5(jazz),2.6702255137089566
976,5(jazz),923,5(jazz),1.4155974761995012
977,5(jazz),939,5(jazz),0.0799015041533623
978,5(jazz),921,5(jazz),1.9241327662445782
979,5(jazz),925,5(jazz),1.9390754106517545
980,5(jazz),924,5(jazz),0.12807912740154118
981,5(jazz),906,5(jazz),2.0042389293483676
982,5(jazz),911,5(jazz),1.2363717299166779
983,5(jazz),938,5(jazz),0.047793507069983594
984,5(jazz),971,5(jazz),1.8521844888968446
985,5(jazz),968,5(jazz),0.04762449997653447
986,5(jazz),958,5(jazz),2.1688111860900237
987,5(jazz),887,2(country),2.0395959522217084
988,5(jazz),953,5(jazz),0.01819772975551916
989,5(jazz),389,0(blues),2.1494885866851856
990,5(jazz),812,2(country),1.388950223976035
991,5(jazz),898,2(country),2.0696959030901194
992,5(jazz),402,8(reggae),1.4320517529902652
993,5(jazz),923,5(jazz),1.7683787823460773
994,5(jazz),616,9(rock),1.5473084657368432
995,5(jazz),885,2(country),1.892866240176746
996,5(jazz),373,0(blues),2.160790117529828
997,5(jazz),982,5(jazz),1.8834386716938512
998,5(jazz),992,5(jazz),1.5432522242183961
999,5(jazz),971,5(jazz),0.02000227384409953

